ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4
2274111.22,ἱκνέομαι,ἱκέσθαι,v--anm---,AorNoni. |InfDyn. | MidMotion.,2274111.2,OBJ_CO,Ref=1.19|SpaceAfter=No,AorNoni.,InfDyn.,MidMotion.,
,,,,,,,Ref=1.19,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274112.1,παῖς,παῖδα,n-s---fa-,AccObj. ,2274112.4,OBJ,Ref=1.20,AccObj.,,,
2274112.2,δέ,δ’,g--------,,2274112.8,AuxY,Ref=1.20,,,,
2274112.2,ἐγώ,ἐμοὶ,p-s---md-,DatPos. ,2274112.1,ATR,Ref=1.20,DatPos.,,,
2274112.4,λύω,λύσαιτε,v2paoa---,AorNoni.  | OptComm. | Act. ,2274112.8,PRED_CO,Ref=1.20,AorNoni.,OptComm.,Act.,
2274112.5,φίλος,φίλην,a-s---fa-,Agr.,2274112.1,ATR,Ref=1.20|SpaceAfter=No,Agr.,,,
,,,,,,,Ref=1.20,,,,
2274112.5,ὁ,τὰ,l-p---na-,Agr.,2274112.9,ATR,Ref=1.20,Agr.,,,
2274112.8,δέ,δ’,g--------,,2274112.0,COORD,Ref=1.20,,,,
2274112.9,ἄποινα,ἄποινα,n-p---na-,AccObj. ,2274112.1,OBJ,Ref=1.20,AccObj.,,,
2274112.1,δέχομαι,δέχεσθαι,v--pne---,PresNoni. | InfComm. | MidIndir. ,2274112.8,PRED_CO,Ref=1.20|SpaceAfter=No,PresNoni.,InfComm.,MidIndir.,
,,,,,,,Ref=1.20,,,,
2274112.12,ἅζομαι,ἁζόμενοι,v-pppemn-,PresNoni. | PartCirc. | MidMent. | Agr.,2274112.8,ADV,Ref=1.21,PresNoni.,PartCirc.,MidMent.,Agr.
2274112.13,Ζεύς,Διός,n-s---mg-,GenPos.  ,2274112.14,ATR,Ref=1.21,GenPos.,,,
2274112.14,υἱός,υἱόν,n-s---ma-,Agr.,2274112.18,OBJ_AP,Ref=1.21,Agr.,,,
2274112.15,ἑκηβόλος,ἑκηβόλον,a-s---ma-,Agr.,2274112.16,ATR,Ref=1.21,Agr.,,,
2274112.16,Ἀπόλλων,Ἀπόλλωνα,n-s---ma-,AccObj. ,2274112.18,OBJ_AP,Ref=1.21|SpaceAfter=No,AccObj.,,,
,,,,,,,Ref=1.21,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274113.1,ἔνθα,ἔνθ’,d--------,,2274113.5,AuxY,Ref=1.22,,,,
2274113.2,ἄλλος,ἄλλοι,a-p---mn-,Agr.,2274113.6,ATR,Ref=1.22,Agr.,,,
2274113.3,μέν,μέν,g--------,,2274113.5,AuxY,Ref=1.22,,,,
2274113.4,πᾶς,πάντες,a-p---mn-,Agr.,2274113.6,ATR,Ref=1.22,Agr.,,,
2274113.5,ἐπευφημέω,ἐπευφήμησαν,v3paia---,Aor. | Ind. | Act.,2274113.0,PRED,Ref=1.22,Aor.,Ind.,Act.,
2274113.6,Ἀχαιός,Ἀχαιοί,a-p---mn-,NomSubj.,2274113.5,SBJ,Ref=1.22,NomSubj.,,,
2274113.7,αἰδέομαι,αἰδεῖσθαί,v--pne---,PresNoni. |InfDyn. | MidMent.,2274113.1,OBJ_CO,Ref=1.23,PresNoni.,InfDyn.,MidMent.,
2274113.8,τε,θ’,g--------,,2274113.1,AuxY,Ref=1.23,,,,
2274113.9,ἱερεύς,ἱερῆα,n-s---ma-,AccObj. ,2274113.7,OBJ,Ref=1.23,AccObj.,,,
2274113.1,καί,καί,c--------,,2274113.5,COORD,Ref=1.23,,,,
2274113.11,ἀγλαός,ἀγλαά,a-p---na-,Agr.,2274113.13,ATR,Ref=1.23,Agr.,,,
2274113.12,Aor8.   |InfDyn.  | MidIndir. Indirect Reflexive,δέχθαι,v--anm---,AorNoni. |InfDyn. | MidIndir.,2274113.1,OBJ_CO,Ref=1.23,AorNoni.,InfDyn.,MidIndir.,
2274113.13,ἄποινα,ἄποινα,n-p---na-,AccObj. ,2274113.12,OBJ,Ref=1.23|SpaceAfter=No,AccObj.,,,
,,,,,,,Ref=1.23,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274114.1,ἀλλά,ἀλλ’,d--------,,2274114.5,AuxY,Ref=1.24,,,,
2274114.1,οὐ,οὐκ,d--------,,2274114.5,AuxZ,Ref=1.24,,,,
2274114.3,Ἀτρείδης,Ἀτρεΐδῃ,n-s---md-,Agr.,2274114.4,ATR,Ref=1.24,Agr.,,,
2274114.4,Ἀγαμέμνων,Ἀγαμέμνονι,n-s---md-,DatVerb. ,2274114.5,OBJ,Ref=1.24,DatVerb.,,,
2274114.5,ἁνδάνω,ἥνδανε,v3siia---,ImpfComp. | Ind. | Act.,2274114.13,PRED_CO,Ref=1.24,ImpfComp.,Ind.,Act.,
2274114.6,θυμός,θυμῷ,n-s---md-,DatLoc. ,2274114.5,OBJ,Ref=1.24|SpaceAfter=No,DatLoc.,,,
,,,,,,,Ref=1.24,,,,
2274114.8,ἀλλά,ἀλλά,c--------,,2274114.13,AuxY,Ref=1.25,,,,
2274114.9,κακός,κακῶς,d--------,,2274114.1,ADV,Ref=1.25,,,,
2274114.1,ἀφίημι,ἀφίει,v3siia---,ImpfCons. | Ind. | Act.,2274114.13,PRED_CO,Ref=1.25|SpaceAfter=No,ImpfCons.,Ind.,Act.,
,,,,,,,Ref=1.25,,,,
2274114.12,κρατερός,κρατερόν,a-s---ma-,Agr.,2274114.15,ATR,Ref=1.25,Agr.,,,
2274114.13,δέ,δ’,g--------,,2274114.0,COORD,Ref=1.25,,,,
2274114.14,ἐπί,ἐπί,r--------,Preverb,2274114.16,AuxZ,Ref=1.25,Preverb,,,
2274114.15,μῦθος,μῦθον,n-s---ma-,AccObj.,2274114.16,OBJ,Ref=1.25,AccObj.,,,
2274114.16,τέλλω,ἔτελλε,v3siia---,Impf. | Ind. | Act.,2274114.13,PRED_CO,Ref=1.25|SpaceAfter=No,Impf.,Ind.,Act.,
,,,,,,,Ref=1.25,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274115.1,μή,μή,d--------,,2274115.8,AuxZ,Ref=1.26,,,,
2274115.1,σύ,σε,p-s----a-,AccDirec.,2274115.8,OBJ,Ref=1.26,AccDirec.,,,
2274115.3,γέρων,γέρον,n-s---mv-,Voc.,2274115.8,ExD,Ref=1.26,Voc.,,,
2274115.4,κοῖλος,κοίλῃσιν,a-p---fd-,Agr.,2274115.7,ATR,Ref=1.26,Agr.,,,
2274115.4,ἐγώ,ἐγὼ,p-s---mn-,NomSubj.,2274115.8,SBJ,Ref=1.26,NomSubj.,,,
2274115.4,παρά,παρὰ,r--------,Prep3.,2274115.8,AuxP,Ref=1.26,Prep3.,,,
2274115.7,ναῦς,νηυσί,n-p---fd-,GBP,2274115.6,ADV,Ref=1.26,GBP,,,
2274115.8,κιχάνω,κιχείω,v1sasa---,AorNoni.  | SubjHort. | Act.,2274115.0,PRED,Ref=1.26,AorNoni.,SubjHort.,Act.,
2274115.9,ἤ,ἤ,c--------,,2274115.12,AuxY,Ref=1.27,,,,
2274115.1,νῦν,νῦν,d--------,,2274115.11,ADV,Ref=1.27,,,,
2274115.11,δηθύνω,δηθύνοντ’,v-sppama-,PresNoni. | PartCirc. | Act | Agr.,2274115.12,ATV_CO,Ref=1.27,PresNoni.,PartCirc.,Act,Agr.
2274115.12,ἤ,ἤ,c--------,,2274115.2,COORD,Ref=1.27,,,,
2274115.13,ὕστερος,ὕστερον,a-s---na-,AccAdv. ,2274115.15,ADV,Ref=1.27,AccAdv.,,,
2274115.14,αὖθις,αὖτις,d--------,,2274115.15,ADV,Ref=1.27,,,,
2274115.15,εἶμι,ἰόντα,v-sppama-,PresNoni. | PartCirc. | Act | Agr.,2274115.12,ATV_CO,Ref=1.27|SpaceAfter=No,PresNoni.,PartCirc.,Act,Agr.
,,,,,,,Ref=1.27,,,,
2274115.17,μή,μή,c--------,,2274115.8,AuxC,Ref=1.28,,,,
2274115.18,νῦν,νύ,d--------,,2274115.21,ADV,Ref=1.28,,,,
2274115.18,σύ,τοι,p-s----d-,DatVerb. ,2274115.21,OBJ,Ref=1.28,DatVerb.,,,
2274115.18,οὐ,οὐ,d--------,,2274115.21,AuxZ,Ref=1.28,,,,
2274115.21,χραισμέω,χραίσμῃ,v3spsa---,AorNoni. | SubjDoubt. | Act.,2274115.17,ADV,Ref=1.28,AorNoni.,SubjDoubt.,Act.,
2274115.22,σκῆπτρον,σκῆπτρον,n-s---nn-,NomSubj.,2274115.23,SBJ_CO,Ref=1.28,NomSubj.,,,
2274115.23,καί,καί,c--------,,2274115.21,COORD,Ref=1.28,,,,
2274115.24,στέμμα,στέμμα,n-s---nn-,NomSubj.,2274115.23,SBJ_CO,Ref=1.28,NomSubj.,,,
2274115.25,θεός,θεοῖο,n-s---mg-,GenPos. ,2274115.24,ATR,Ref=1.28|SpaceAfter=No,GenPos.,,,
,,,,,,,Ref=1.28,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274115.25,ὁ,τὴν,p-s---fa-,AccObj. ,2274116.5,OBJ,Ref=1.29,AccObj.,,,
2274116.2,δέ,δ’,g--------,,2274116.0,COORD,Ref=1.29,,,,
2274116.2,ἐγώ,ἐγὼ,p-s---mn-,NomSubj.,2274116.5,SBJ,Ref=1.29,NomSubj.,,,
2274116.2,οὐ,οὐ,d--------,,2274116.5,AuxZ,Ref=1.29,,,,
2274116.5,λύω,λύσω,v1sfia---,Fut. | Ind. | Act.   ,2274116.2,PRED_CO,Ref=1.29|SpaceAfter=No,Fut.,Ind.,Act.,
,,,,,,,Ref=1.29,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274117.1,πρίν,πρίν,d--------,,2274117.5,ADV,Ref=1.29,,,,
2274117.1,μιν,μιν,p-s---fa-,AccObj. ,2274117.5,OBJ,Ref=1.29,AccObj.,,,
2274117.3,καί,καί,d--------,,2274117.4,AuxZ,Ref=1.29,,,,
2274117.4,γῆρας,γῆρας,n-s---nn-,NomSubj.,2274117.5,SBJ,Ref=1.29,NomSubj.,,,
2274117.4,ἔπειμι,ἔπεισιν,v3spia---,PresPerf. | Ind. | Act.,2274117.0,PRED,Ref=1.29,PresPerf.,Ind.,Act.,
2274117.6,ἡμέτερος,ἡμετέρῳ,a-s---md-,Agr.,2274117.8,ATR,Ref=1.30,Agr.,,,
2274117.7,ἐν,ἐνί,r--------,Prep3.,2274117.5,AuxP,Ref=1.30,Prep3.,,,
